Airlines,Total_Stops,Price,Duration,Destination,Date
"Tunisair, Vueling",2,160 €,15h 50min,ALG,2025-07-09
"Tunisair, Vueling",1,198 €,12h 55min,ALG,2025-07-09
"Tunisair, Vueling",2,169 €,15h 50min,ALG,2025-07-09
"Tunisair, Vueling",2,169 €,15h 50min,ALG,2025-07-09
Turkish Airlines,1,308 €,13h 40min,ALG,2025-07-09
Air France,1,461 €,6h 40min,ALG,2025-07-09
"Nouvelair, Transavia France",1,291 €,7h 05min,ALG,2025-07-09
"Nouvelair, Transavia France",1,294 €,7h 50min,ALG,2025-07-09
"Tunisair, Transavia France",1,284 €,8h 40min,ALG,2025-07-09
Air France,1,560 €,7h 50min,ALG,2025-07-09
"Nouvelair, Transavia France",1,297 €,8h 55min,ALG,2025-07-09
"Tunisair, Transavia France",1,307 €,9h 35min,ALG,2025-07-09
Turkish Airlines,1,308 €,9h 40min,ALG,2025-07-09
"Transavia France, Air Algerie",1,275 €,9h 50min,ALG,2025-07-09
Air France,1,560 €,9h 00min,ALG,2025-07-09
"Tunisair, Lufthansa",2,252 €,10h 25min,ALG,2025-07-09
"Nouvelair, Lufthansa",2,259 €,10h 45min,ALG,2025-07-09
"Tunisair, Vueling",1,141 €,11h 35min,ALG,2025-07-09
Turkish Airlines,1,308 €,11h 25min,ALG,2025-07-09
"Transavia France, Vueling",1,181 €,12h 05min,ALG,2025-07-09
Air France,1,188 €,10h 25min,MAD,2025-07-19
"Nouvelair, Iberia Express",1,103 €,8h 00min,MAD,2025-07-19
"Tunisair, Ryanair",1,110 €,5h 25min,MAD,2025-07-19
Transavia France,1,128 €,6h 20min,MAD,2025-07-19
"Tunisair, Iberia",1,107 €,6h 10min,MAD,2025-07-19
ITA Airways,1,181 €,4h 49min,MAD,2025-07-19
"Transavia France, Iberia Express",1,110 €,7h 00min,MAD,2025-07-19
"Transavia France, Iberia",1,111 €,7h 00min,MAD,2025-07-19
"Tunisair, Iberia Express",1,104 €,8h 40min,MAD,2025-07-19
"Nouvelair, Iberia",1,106 €,8h 00min,MAD,2025-07-19
"Transavia France, Iberia",1,141 €,6h 15min,MAD,2025-07-19
"Nouvelair, Air Europa",1,154 €,5h 25min,MAD,2025-07-19
"Tunisair, Iberia",1,155 €,5h 40min,MAD,2025-07-19
ITA Airways,1,181 €,5h 45min,MAD,2025-07-19
"Tunisair, Iberia",1,150 €,5h 40min,MAD,2025-07-19
"Tunisair, Iberia",1,108 €,8h 40min,MAD,2025-07-19
Transavia France,1,181 €,5h 45min,MAD,2025-07-19
"Tunisair, Transavia France",1,164 €,6h 50min,MAD,2025-07-19
"Tunisair, Iberia",1,158 €,6h 55min,MAD,2025-07-19
"ITA Airways, Wizz Air",1,128 €,8h 30min,MAD,2025-07-19
"ITA Airways, Ryanair",1,182 €,6h 25min,MAD,2025-07-19
"Transavia France, Iberia",1,170 €,5h 45min,MAD,2025-07-19
Air France,1,214 €,6h 35min,MAD,2025-07-19
"Transavia France, Iberia",1,163 €,6h 25min,MAD,2025-07-19
"Tunisair, ITA Airways",1,175 €,8h 20min,MAD,2025-07-19
Air France,1,233 €,6h 05min,MAD,2025-07-19
Royal Air Maroc,1,263 €,6h 05min,MAD,2025-07-19
Transavia France,1,160 €,9h 45min,MAD,2025-07-19
"Tunisair, Air Europa",1,239 €,5h 35min,MAD,2025-07-19
"Tunisair, Air Europa",1,182 €,8h 25min,MAD,2025-07-19
"Tunisair, Iberia",1,176 €,7h 25min,MAD,2025-07-19
Turkish Airlines,1,547 €,11h 55min,COO,2025-07-19
Turkish Airlines,1,543 €,11h 55min,COO,2025-07-19
"Tunisair, Royal Air Maroc",2,494 €,33h 45min,COO,2025-07-19
Air France,1,672 €,10h 30min,COO,2025-07-19
Turkish Airlines,1,543 €,21h 35min,COO,2025-07-19
Air France,1,666 €,14h 50min,COO,2025-07-19
"ITA Airways, Ethiopian Air",2,684 €,18h 05min,COO,2025-07-19
"Nouvelair, Air France",1,932 €,13h 20min,COO,2025-07-19
"Tunisair, Air Côte d’Ivoire",2,905 €,18h 55min,COO,2025-07-19
Air France,1,123 €,5h 41min,CRL,2025-07-19
"Nouvelair, Ryanair",1,106 €,22h 45min,CRL,2025-07-19
"Tunisair, Ryanair",1,160 €,4h 35min,CRL,2025-07-19
"Nouvelair, Ryanair",1,141 €,9h 20min,CRL,2025-07-19
"Tunisair, Ryanair",1,150 €,8h 35min,CRL,2025-07-19
"Nouvelair, Ryanair",1,148 €,9h 20min,CRL,2025-07-19
"Tunisair, Ryanair",1,153 €,9h 25min,CRL,2025-07-19
"Tunisair, Ryanair",1,156 €,9h 00min,CRL,2025-07-19
Plusieurs compagnies,2,162 €,9h 15min,CRL,2025-07-19
Plusieurs compagnies,2,167 €,8h 55min,CRL,2025-07-19
"Tunisair Express, Ryanair",1,265 €,6h 55min,CRL,2025-07-19
"Tunisair, Air Corsica",2,265 €,6h 30min,CRL,2025-07-19
"ITA Airways, Ryanair",2,233 €,9h 10min,CRL,2025-07-19
"Tunisair, Air Corsica",2,268 €,8h 20min,CRL,2025-07-19
"Tunisair, Air Corsica",2,343 €,7h 25min,CRL,2025-07-19
"Tunisair, Air Corsica",2,298 €,9h 20min,CRL,2025-07-19
"Tunisair, Ryanair",1,126 €,12h 10min,CRL,2025-07-19
Plusieurs compagnies,2,155 €,12h 10min,CRL,2025-07-19
Plusieurs compagnies,2,225 €,11h 35min,CRL,2025-07-19
"Tunisair, Air Corsica",2,243 €,12h 30min,CRL,2025-07-19
"Tunisair, Ryanair",1,150 €,14h 50min,CRL,2025-07-19
"ITA Airways, Wizz Air",2,212 €,14h 00min,CRL,2025-07-19
"Nouvelair, Wizz Air",2,242 €,14h 10min,CRL,2025-07-19
"Transavia France, Air Corsica",2,228 €,13h 45min,CRL,2025-07-19
"ITA Airways, Wizz Air",2,268 €,14h 00min,CRL,2025-07-19
"Transavia France, Air Corsica",2,214 €,14h 45min,CRL,2025-07-19
"Lufthansa, Wizz Air",2,350 €,13h 15min,CRL,2025-07-19
"Air France, Air Corsica",3,313 €,14h 15min,CRL,2025-07-19
Plusieurs compagnies,3,244 €,17h 10min,CRL,2025-07-19
Plusieurs compagnies,3,274 €,17h 20min,CRL,2025-07-19
"ITA Airways, Pegasus Airlines",3,300 €,17h 10min,CRL,2025-07-19
Air France,1,123 €,5h 41min,ANR,2025-07-19
Plusieurs compagnies,2,359 €,12h 30min,ANR,2025-07-19
Plusieurs compagnies,2,530 €,14h 00min,ANR,2025-07-19
"Transavia France, TUI Fly Belgium",2,516 €,15h 20min,ANR,2025-07-19
Plusieurs compagnies,3,609 €,15h 20min,ANR,2025-07-19
"Transavia France, TUI Fly Belgium",2,466 €,17h 30min,OST,2025-07-19
Plusieurs compagnies,3,353 €,22h 45min,OST,2025-07-19
Plusieurs compagnies,2,459 €,18h 30min,OST,2025-07-19
"Transavia France, TUI Fly Belgium",2,480 €,19h 20min,OST,2025-07-19
Plusieurs compagnies,2,455 €,20h 25min,OST,2025-07-19
Plusieurs compagnies,2,462 €,20h 25min,OST,2025-07-19
Plusieurs compagnies,2,468 €,20h 25min,OST,2025-07-19
Plusieurs compagnies,3,385 €,22h 05min,OST,2025-07-19
Plusieurs compagnies,3,388 €,23h 20min,OST,2025-07-19
Plusieurs compagnies,3,409 €,23h 30min,OST,2025-07-19
"Transavia France, TUI Fly Belgium",2,448 €,23h 20min,OST,2025-07-19
Plusieurs compagnies,2,460 €,23h 20min,OST,2025-07-19
Plusieurs compagnies,3,447 €,23h 20min,OST,2025-07-19
Plusieurs compagnies,3,380 €,26h 15min,OST,2025-07-19
Plusieurs compagnies,2,437 €,25h 35min,OST,2025-07-19
Plusieurs compagnies,3,400 €,26h 15min,OST,2025-07-19
Plusieurs compagnies,3,400 €,26h 15min,OST,2025-07-19
Plusieurs compagnies,3,430 €,25h 35min,OST,2025-07-19
Plusieurs compagnies,3,388 €,27h 00min,OST,2025-07-19
Plusieurs compagnies,3,473 €,24h 10min,OST,2025-07-19
Plusieurs compagnies,3,407 €,27h 00min,OST,2025-07-19
Plusieurs compagnies,3,353 €,28h 45min,OST,2025-07-19
Plusieurs compagnies,3,406 €,28h 00min,OST,2025-07-19
Plusieurs compagnies,3,406 €,28h 00min,OST,2025-07-19
Plusieurs compagnies,3,380 €,29h 40min,OST,2025-07-19
Plusieurs compagnies,3,400 €,29h 40min,OST,2025-07-19
Plusieurs compagnies,3,400 €,29h 40min,OST,2025-07-19
Plusieurs compagnies,3,366 €,31h 00min,OST,2025-07-19
Airlines,Total_Stops,Price,Duration,Destination,Date
ITA Airways,1,174 €,4h 49min,MAD,2025-05-20
"Tunisair, Iberia",1,108 €,5h 40min,MAD,2025-05-20
"Nouvelair, Wizz Air",1,84 €,17h 35min,MAD,2025-05-20
"Tunisair, Iberia",1,108 €,6h 35min,MAD,2025-05-20
Transavia France,1,139 €,6h 15min,MAD,2025-05-20
"Tunisair, Air Europa",1,131 €,5h 35min,MAD,2025-05-20
"Tunisair, Transavia France",1,123 €,6h 55min,MAD,2025-05-20
ITA Airways,1,174 €,4h 49min,MAD,2025-05-20
"Tunisair, Ryanair",1,105 €,8h 25min,MAD,2025-05-20
Transavia France,1,139 €,7h 30min,MAD,2025-05-20
"Tunisair, Transavia France",1,135 €,6h 25min,MAD,2025-05-20
"Tunisair, Ryanair",1,140 €,6h 25min,MAD,2025-05-20
"Tunisair, Air Europa",1,120 €,8h 25min,MAD,2025-05-20
ITA Airways,1,174 €,5h 45min,MAD,2025-05-20
"Tunisair, Wizz Air",1,132 €,7h 00min,MAD,2025-05-20
"Transavia France, Air Europa",1,153 €,5h 35min,MAD,2025-05-20
Plusieurs compagnies,2,111 €,8h 00min,MAD,2025-05-20
"Transavia France, Iberia",1,160 €,5h 05min,MAD,2025-05-20
"Transavia France, Air Europa",1,136 €,6h 55min,MAD,2025-05-20
"Tunisair, Brussels Airlines",1,131 €,7h 55min,MAD,2025-05-20
"Tunisair, Iberia",1,144 €,6h 20min,MAD,2025-05-20
"Nouvelair, Air Europa",1,154 €,5h 40min,MAD,2025-05-20
"Tunisair, Iberia",1,108 €,11h 55min,MAD,2025-05-20
"Tunisair, Iberia",1,134 €,7h 25min,MAD,2025-05-20
"Nouvelair, Iberia",1,145 €,6h 50min,MAD,2025-05-20
"Nouvelair, Iberia Express",1,121 €,8h 55min,MAD,2025-05-20
"Transavia France, Iberia",1,161 €,5h 50min,MAD,2025-05-20
"Tunisair, easyJet",1,128 €,9h 10min,MAD,2025-05-20
"Tunisair, Iberia",1,154 €,6h 10min,MAD,2025-05-20
Transavia France,1,144 €,9h 55min,MAD,2025-05-20
"Tunisair, Air Europa",1,125 €,10h 40min,MAD,2025-05-20
Transavia France,1,139 €,11h 10min,MAD,2025-05-20
Air France,1,483 €,10h 30min,COO,2025-05-20
Air France,1,482 €,10h 30min,COO,2025-05-20
"Tunisair, RwandAir",3,423 €,27h 45min,COO,2025-05-20
Turkish Airlines,1,494 €,11h 55min,COO,2025-05-20
Air France,1,482 €,14h 50min,COO,2025-05-20
"Royal Air Maroc, Air Côte d’Ivoire",2,496 €,16h 25min,COO,2025-05-20
"ITA Airways, Ethiopian Air",2,623 €,18h 05min,COO,2025-05-20
"Tunisair, Air Côte d’Ivoire",1,591 €,17h 15min,COO,2025-05-20
Turkish Airlines,1,494 €,21h 35min,COO,2025-05-20
"Tunisair, Corsair",2,745 €,16h 15min,COO,2025-05-20
"Transavia France, Corsair",2,778 €,13h 55min,COO,2025-05-20
"Nouvelair, Air France",1,913 €,13h 20min,COO,2025-05-20
"Transavia France, Corsair",2,772 €,17h 35min,COO,2025-05-20
Air France,1,123 €,5h 41min,CRL,2025-05-20
"Nouvelair, Ryanair",1,102 €,19h 40min,CRL,2025-05-20
"Tunisair, Ryanair",1,109 €,6h 45min,CRL,2025-05-20
"Tunisair, Ryanair",1,114 €,8h 50min,CRL,2025-05-20
"Tunisair, Ryanair",1,118 €,9h 05min,CRL,2025-05-20
"Tunisair, Ryanair",1,121 €,10h 25min,CRL,2025-05-20
"Tunisair, Ryanair",2,152 €,8h 15min,CRL,2025-05-20
Plusieurs compagnies,2,150 €,8h 50min,CRL,2025-05-20
"Eurowings, Ryanair",2,244 €,9h 00min,CRL,2025-05-20
"Tunisair Express, Ryanair",1,299 €,9h 10min,CRL,2025-05-20
"Tunisair, Ryanair",1,109 €,13h 00min,CRL,2025-05-20
Plusieurs compagnies,2,304 €,9h 55min,CRL,2025-05-20
"Tunisair, Ryanair",1,173 €,12h 30min,CRL,2025-05-20
"Eurowings, Ryanair",2,206 €,11h 50min,CRL,2025-05-20
"ITA Airways, Wizz Air",2,233 €,12h 45min,CRL,2025-05-20
"Tunisair, Ryanair",1,114 €,15h 05min,CRL,2025-05-20
"Eurowings, Ryanair",2,191 €,14h 45min,CRL,2025-05-20
"Nouvelair, Air Corsica",2,264 €,15h 55min,CRL,2025-05-20
"Nouvelair, Wizz Air",2,221 €,17h 30min,CRL,2025-05-20
Plusieurs compagnies,3,241 €,17h 10min,CRL,2025-05-20
Air France,1,123 €,5h 41min,ANR,2025-05-20
Plusieurs compagnies,2,328 €,9h 55min,ANR,2025-05-20
Plusieurs compagnies,2,376 €,20h 35min,OST,2025-05-20
Plusieurs compagnies,2,300 €,23h 10min,OST,2025-05-20
Plusieurs compagnies,3,341 €,22h 10min,OST,2025-05-20
Plusieurs compagnies,3,351 €,22h 15min,OST,2025-05-20
"Transavia France, TUI Fly Belgium",2,341 €,23h 35min,OST,2025-05-20
Plusieurs compagnies,3,339 €,23h 05min,OST,2025-05-20
Plusieurs compagnies,3,380 €,22h 15min,OST,2025-05-20
Plusieurs compagnies,2,398 €,23h 35min,OST,2025-05-20
Plusieurs compagnies,3,375 €,23h 35min,OST,2025-05-20
Plusieurs compagnies,3,404 €,23h 35min,OST,2025-05-20
Plusieurs compagnies,2,318 €,26h 25min,OST,2025-05-20
Plusieurs compagnies,3,371 €,25h 45min,OST,2025-05-20
"Transavia France, TUI Fly Belgium",2,327 €,27h 30min,OST,2025-05-20
Plusieurs compagnies,2,311 €,27h 50min,OST,2025-05-20
Plusieurs compagnies,3,352 €,26h 25min,OST,2025-05-20
Plusieurs compagnies,3,354 €,26h 25min,OST,2025-05-20
Plusieurs compagnies,3,357 €,26h 25min,OST,2025-05-20
Plusieurs compagnies,2,305 €,28h 55min,OST,2025-05-20
Plusieurs compagnies,3,336 €,27h 50min,OST,2025-05-20
Plusieurs compagnies,3,350 €,27h 50min,OST,2025-05-20
Plusieurs compagnies,3,344 €,28h 10min,OST,2025-05-20
Plusieurs compagnies,3,349 €,28h 20min,OST,2025-05-20
Plusieurs compagnies,2,318 €,29h 50min,OST,2025-05-20
Plusieurs compagnies,3,330 €,28h 55min,OST,2025-05-20
Plusieurs compagnies,3,344 €,28h 55min,OST,2025-05-20
Plusieurs compagnies,3,338 €,29h 10min,OST,2025-05-20
Plusieurs compagnies,3,339 €,29h 20min,OST,2025-05-20
Plusieurs compagnies,3,352 €,29h 10min,OST,2025-05-20
Plusieurs compagnies,3,352 €,29h 50min,OST,2025-05-20
"Transavia France, TUI Fly Belgium",2,327 €,31h 10min,OST,2025-05-20
Air France,1,202 €,7h 20min,LUX,2025-05-20
Lufthansa,1,230 €,3h 50min,LUX,2025-05-20
"Nouvelair, Volotea",1,99 €,22h 10min,LUX,2025-05-20
"Tunisair, Luxair",1,154 €,6h 30min,LUX,2025-05-20
Lufthansa,1,171 €,6h 50min,LUX,2025-05-20
"Nouvelair, Luxair",1,164 €,5h 50min,LUX,2025-05-20
"Tunisair, British Airways",1,164 €,6h 35min,LUX,2025-05-20
"Nouvelair, Luxair",1,130 €,11h 20min,LUX,2025-05-20
"Tunisair, Luxair",1,156 €,8h 55min,LUX,2025-05-20
Air France,1,202 €,7h 20min,LUX,2025-05-20
"Transavia France, Luxair",1,162 €,7h 50min,LUX,2025-05-20
"Nouvelair, Lufthansa",1,141 €,11h 40min,LUX,2025-05-20
"Tunisair, Luxair",1,193 €,7h 45min,LUX,2025-05-20
"Nouvelair, Lufthansa",1,174 €,8h 40min,LUX,2025-05-20
"Tunisair, SWISS",1,319 €,4h 55min,LUX,2025-05-20
"Nouvelair, Luxair",1,211 €,7h 55min,LUX,2025-05-20
"Tunisair, Luxair",1,209 €,8h 15min,LUX,2025-05-20
"Lufthansa, Luxair",1,266 €,6h 30min,LUX,2025-05-20
Plusieurs compagnies,2,169 €,10h 40min,LUX,2025-05-20
"Tunisair, Ryanair",2,168 €,11h 05min,LUX,2025-05-20
"Tunisair Express, Luxair",1,341 €,6h 05min,LUX,2025-05-20
"ITA Airways, Lufthansa",2,239 €,7h 45min,LUX,2025-05-20
"Tunisair, ITA Airways",1,243 €,8h 15min,LUX,2025-05-20
KLM,2,274 €,7h 05min,LUX,2025-05-20
"Nouvelair, ITA Airways",1,265 €,7h 55min,LUX,2025-05-20
KLM,2,274 €,7h 20min,LUX,2025-05-20
"Tunisair, Ryanair",2,184 €,10h 55min,LUX,2025-05-20
"Tunisair, Lufthansa",2,243 €,7h 15min,LUX,2025-05-20
"ITA Airways, Luxair",1,220 €,11h 25min,LUX,2025-05-20
"ITA Airways, Ryanair",2,180 €,12h 10min,LUX,2025-05-20
ITA Airways,1,236 €,11h 25min,LUX,2025-05-20
Plusieurs compagnies,2,231 €,8h 05min,LUX,2025-05-20
Air France,1,410 €,23h 15min,NDJ,2025-05-20
Turkish Airlines,1,438 €,13h 00min,NDJ,2025-05-20
"ITA Airways, Ethiopian Air",2,555 €,18h 00min,NDJ,2025-05-20
Air France,1,409 €,23h 15min,NDJ,2025-05-20
"Nouvelair, Turkish Airlines",1,774 €,14h 55min,NDJ,2025-05-20
Royal Air Maroc,1,236 €,11h 45min,ABJ,2025-05-20
Tunisair,0,321 €,5h 20min,ABJ,2025-05-20
Royal Air Maroc,1,231 €,11h 45min,ABJ,2025-05-20
Royal Air Maroc,1,231 €,17h 55min,ABJ,2025-05-20
Turkish Airlines,2,339 €,14h 15min,ABJ,2025-05-20
Air France,1,351 €,10h 40min,ABJ,2025-05-20
Air France,1,351 €,12h 35min,ABJ,2025-05-20
Egyptair,1,359 €,16h 10min,ABJ,2025-05-20
Air France,1,368 €,16h 55min,ABJ,2025-05-20
Air France,1,539 €,14h 05min,ABJ,2025-05-20
"ITA Airways, Ethiopian Air",2,604 €,18h 50min,ABJ,2025-05-20
"Lufthansa, Egyptair",2,837 €,16h 05min,ABJ,2025-05-20
Plusieurs compagnies,2,1 189 €,18h 50min,ABJ,2025-05-20
"Nouvelair, Royal Air Maroc",2,528 €,16h 45min,ABJ,2025-05-20
"Transavia France, Royal Air Maroc",2,516 €,17h 10min,ABJ,2025-05-20
"Lufthansa, Egyptair",2,2 031 €,16h 05min,ABJ,2025-05-20
"Transavia France, Egyptair",2,606 €,18h 45min,ABJ,2025-05-20
"Lufthansa, Royal Air Maroc",3,611 €,18h 25min,ABJ,2025-05-20
Tunisair,0,52 €,2h 20min,PAR,2025-05-20
Tunisair,0,52 €,2h 20min,PAR,2025-05-20
Tunisair,0,52 €,2h 25min,PAR,2025-05-20
Tunisair,0,52 €,2h 25min,PAR,2025-05-20
Tunisair,0,52 €,2h 25min,PAR,2025-05-20
Nouvelair,0,61 €,2h 35min,PAR,2025-05-20
Transavia France,0,63 €,2h 35min,PAR,2025-05-20
Transavia France,0,63 €,2h 35min,PAR,2025-05-20
Transavia France,0,75 €,2h 35min,PAR,2025-05-20
Nouvelair,0,96 €,2h 35min,PAR,2025-05-20
Air France,0,124 €,2h 35min,PAR,2025-05-20
Air France,0,128 €,2h 40min,PAR,2025-05-20
Air France,0,128 €,2h 35min,PAR,2025-05-20
"Nouvelair, easyJet",1,95 €,5h 55min,PAR,2025-05-20
Air France,0,247 €,2h 40min,PAR,2025-05-20
"Nouvelair, Vueling",1,93 €,7h 35min,PAR,2025-05-20
"Tunisair, Transavia France",1,110 €,4h 40min,PAR,2025-05-20
"Tunisair, easyJet",1,103 €,5h 35min,PAR,2025-05-20
ITA Airways,1,168 €,4h 30min,PAR,2025-05-20
"Tunisair, easyJet",1,125 €,5h 15min,PAR,2025-05-20
"Tunisair, easyJet",1,102 €,10h 00min,PAR,2025-05-20
"Tunisair, easyJet",1,123 €,6h 30min,PAR,2025-05-20
"Tunisair, Vueling",1,124 €,7h 50min,PAR,2025-05-20
ITA Airways,1,168 €,5h 55min,PAR,2025-05-20
"Tunisair, easyJet",1,119 €,6h 55min,PAR,2025-05-20
"Nouvelair, ITA Airways",1,142 €,6h 50min,PAR,2025-05-20
"Nouvelair, Lufthansa",1,140 €,6h 00min,PAR,2025-05-20
"Tunisair, easyJet",1,113 €,8h 35min,PAR,2025-05-20
"ITA Airways, easyJet",1,145 €,5h 50min,PAR,2025-05-20
Plusieurs compagnies,2,123 €,8h 15min,PAR,2025-05-20
"Tunisair, Air France",1,136 €,6h 15min,PAR,2025-05-20
Tunisair,0,166 €,1h 20min,ALG,2025-05-20
Tunisair,0,162 €,1h 20min,ALG,2025-05-20
"Tunisair, Vueling",1,92 €,8h 40min,ALG,2025-05-20
Air France,1,152 €,6h 05min,ALG,2025-05-20
Air France,1,152 €,6h 10min,ALG,2025-05-20
"Tunisair, Transavia France",1,140 €,5h 55min,ALG,2025-05-20
Air France,1,152 €,10h 30min,ALG,2025-05-20
Air France,1,152 €,11h 45min,ALG,2025-05-20
"Tunisair, Volotea",1,142 €,7h 45min,ALG,2025-05-20
Air France,1,152 €,13h 40min,ALG,2025-05-20
"Tunisair, Transavia France",1,158 €,7h 00min,ALG,2025-05-20
"Tunisair, Vueling",2,127 €,9h 55min,ALG,2025-05-20
"Tunisair, Air Algerie",1,170 €,5h 20min,ALG,2025-05-20
"Nouvelair, Volotea",1,139 €,14h 25min,ALG,2025-05-20
"Tunisair, Vueling",2,121 €,15h 45min,ALG,2025-05-20
"Transavia France, Air Algerie",1,194 €,6h 05min,ALG,2025-05-20
"Transavia France, Vueling",2,127 €,14h 40min,ALG,2025-05-20
Turkish Airlines,1,308 €,9h 40min,ALG,2025-05-20
Plusieurs compagnies,2,142 €,9h 05min,ALG,2025-05-20
"Tunisair, Transavia France",1,158 €,12h 50min,ALG,2025-05-20
"Tunisair, Vueling",2,127 €,16h 10min,ALG,2025-05-20
"Tunisair, Air Algerie",1,183 €,7h 10min,ALG,2025-05-20
"Tunisair, Vueling",2,129 €,16h 00min,ALG,2025-05-20
"Transavia France, Air Algerie",1,234 €,6h 30min,ALG,2025-05-20
Transavia France,1,180 €,10h 00min,ALG,2025-05-20
"Nouvelair, Air Algerie",1,251 €,6h 30min,ALG,2025-05-20
"Tunisair, Air Algerie",1,170 €,10h 40min,ALG,2025-05-20
"Nouvelair, Air Algerie",1,213 €,8h 45min,ALG,2025-05-20
Air France,1,224 €,13h 45min,ALG,2025-05-20
"Tunisair, Vueling",2,139 €,15h 10min,ALG,2025-05-20
"Tunisair, Air Algerie",1,217 €,8h 20min,ALG,2025-05-20
Air Europa,0,73 €,2h 15min,MAD,2025-05-30
Air Europa,0,57 €,2h 15min,MAD,2025-05-30
Tunisair,0,82 €,2h 15min,MAD,2025-05-30
"Tunisair, Iberia",1,128 €,4h 45min,MAD,2025-05-30
ITA Airways,1,178 €,4h 49min,MAD,2025-05-30
Transavia France,1,160 €,6h 15min,MAD,2025-05-30
ITA Airways,1,178 €,5h 45min,MAD,2025-05-30
"Tunisair, Transavia France",1,131 €,6h 45min,MAD,2025-05-30
"Tunisair, Iberia",1,151 €,5h 40min,MAD,2025-05-30
"Nouvelair, Brussels Airlines",1,133 €,7h 25min,MAD,2025-05-30
"Tunisair, Iberia",1,144 €,5h 40min,MAD,2025-05-30
"Tunisair, Air Europa",1,125 €,8h 25min,MAD,2025-05-30
"Tunisair, Air Europa",1,158 €,5h 35min,MAD,2025-05-30
"Tunisair, Iberia",1,143 €,6h 20min,MAD,2025-05-30
"Tunisair, easyJet",1,124 €,9h 20min,MAD,2025-05-30
"Transavia France, Iberia",1,152 €,6h 15min,MAD,2025-05-30
"Tunisair, Transavia France",1,155 €,6h 20min,MAD,2025-05-30
"Tunisair, Iberia",1,156 €,6h 15min,MAD,2025-05-30
Transavia France,1,188 €,7h 05min,MAD,2025-05-30
"Tunisair, Iberia",1,139 €,7h 25min,MAD,2025-05-30
"ITA Airways, Ryanair",1,176 €,5h 35min,MAD,2025-05-30
"Tunisair, Iberia",1,145 €,6h 40min,MAD,2025-05-30
"ITA Airways, Wizz Air",1,156 €,6h 45min,MAD,2025-05-30
Royal Air Maroc,1,261 €,6h 05min,MAD,2025-05-30
"Nouvelair, Air Europa",1,165 €,7h 05min,MAD,2025-05-30
"Tunisair, Iberia",1,158 €,6h 35min,MAD,2025-05-30
"Transavia France, Air Europa",1,167 €,6h 45min,MAD,2025-05-30
"Tunisair, easyJet",1,227 €,5h 10min,MAD,2025-05-30
"Tunisair, Volotea",1,220 €,5h 20min,MAD,2025-05-30
"ITA Airways, Wizz Air",1,149 €,8h 30min,MAD,2025-05-30
"Transavia France, Air Europa",1,170 €,6h 55min,MAD,2025-05-30
Royal Air Maroc,1,409 €,15h 50min,COO,2025-05-30
Turkish Airlines,1,499 €,11h 55min,COO,2025-05-30
Royal Air Maroc,1,405 €,9h 40min,COO,2025-05-30
"Tunisair, Royal Air Maroc",2,428 €,17h 55min,COO,2025-05-30
Royal Air Maroc,1,405 €,15h 50min,COO,2025-05-30
"Nouvelair, Royal Air Maroc",2,592 €,15h 55min,COO,2025-05-30
"ITA Airways, Ethiopian Air",2,627 €,18h 05min,COO,2025-05-30
"Transavia France, Royal Air Maroc",2,472 €,18h 40min,COO,2025-05-30
Air France,1,482 €,14h 50min,COO,2025-05-30
"Transavia France, Royal Air Maroc",2,475 €,18h 40min,COO,2025-05-30
"Tunisair, Corsair",2,747 €,16h 15min,COO,2025-05-30
"Transavia France, Royal Air Maroc",2,472 €,18h 40min,COO,2025-05-30
"Transavia France, Corsair",2,763 €,17h 35min,COO,2025-05-30
"Royal Air Maroc, Air Côte d’Ivoire",2,477 €,16h 25min,COO,2025-05-30
"Tunisair, Royal Air Maroc",2,631 €,14h 25min,COO,2025-05-30
Air France,1,482 €,10h 30min,COO,2025-05-30
"Transavia France, Royal Air Maroc",2,472 €,16h 15min,COO,2025-05-30
"Transavia France, Royal Air Maroc",2,472 €,16h 15min,COO,2025-05-30
Plusieurs compagnies,3,560 €,17h 15min,COO,2025-05-30
"Tunisair, Royal Air Maroc",2,428 €,17h 55min,COO,2025-05-30
"Tunisair, Royal Air Maroc",2,431 €,17h 55min,COO,2025-05-30
"Tunisair, Ryanair",1,114 €,7h 20min,CRL,2025-05-30
"Tunisair, Ryanair",1,121 €,9h 40min,CRL,2025-05-30
"Tunisair, Ryanair",1,198 €,4h 50min,CRL,2025-05-30
"Tunisair, Ryanair",1,114 €,16h 00min,CRL,2025-05-30
"Air Europa, Ryanair",1,152 €,11h 25min,CRL,2025-05-30
"Tunisair, Ryanair",1,157 €,10h 25min,CRL,2025-05-30
Plusieurs compagnies,2,174 €,10h 15min,CRL,2025-05-30
